OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
540,H0000187p,Cranbury Brook,22P,1.20643939,6370,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000187p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000187p.jpg,{C80E553C-9B04-422E-B33F-C72CA0ACBA1A},6369.99991010117
541,H0000196p,Cranbury Brook,05P,2.48638613,13128.1187671, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000196p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000196p.jpg,{218C4D75-3425-41F8-916C-B6FE28F53DA3},13128.1188088245
542,H0000129p,Mountain Brook,08P,0.62926088,3322.49745289, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000129p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000129p.jpg,{3B3FB8DD-CC4B-44B8-BBC1-0DF3C964F5E3},3322.49741122391
543,H0000130p,Mountain Brook,09P,0.61682091,3256.81438815, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000130p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000130p.jpg,{860AFFE9-0868-4EBD-9F26-E4254E9E5E89},3256.81453455068
544,H0000131p,Mountain Brook,10P,0.48136921,2541.6294077, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000131p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000131p.jpg,{9C47F7F7-B21A-4285-B21F-A39F5BD40F64},2541.62940176072
545,H0000132p,Mountain Brook,11P,0.49390693,2607.82859171, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000132p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000132p.jpg,{5C67823E-E438-4107-B803-7445EA4BF5AA},2607.82859873231
546,H0000133p,Mountain Brook,12P,0.13630963,719.71485923, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000133p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000133p.jpg,{3C1CEA10-80C9-49E3-A340-55FB4E673811},719.714803680333
547,L0000118p,Musconetcong River,12P,1.72022483,9082.78712327, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000118p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000118p.jpg,{43071EBF-6466-49C5-9C9E-BE51BAD9BBE0},9082.78717219796
548,L0000116p,Musconetcong River,14P,1.70120034,8982.33779318, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000116p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000116p.jpg,{588E7A16-0E52-44CB-A8E7-D5A6C722A1B6},8982.33758138009
549,L0000115p,Musconetcong River,15P,1.35581113,7158.68278933, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000115p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000115p.jpg,{B9AC4B32-30AA-42E1-B214-BEC500C02476},7158.68301712393
550,L0000117p,Musconetcong River,13P,1.69468942,8947.9601453, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000117p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000117p.jpg,{49946D76-6818-462F-B798-D86277372D9F},8947.96021103151
551,H2000009p,Oakeys Brook,09P,1.68011142,8870.98832076, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000009p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000009p.jpg,{D030AD30-7E31-4831-B68C-4FFE18ED5A3D},8870.98860306993
552,H2000010p,Oakeys Brook,10P,1.44869752,7649.12292406, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000010p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000010p.jpg,{2A40E7B4-2057-4BCD-9A66-A582AEED448E},7649.12349917678
553,L0000184p,Muddy Run,13P,0.67936353,3587.03942945, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000184p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000184p.jpg,{DA380B3F-2E42-47AB-9857-0A368B081CE3},3587.03948525716
554,L0000183p,Muddy Run,14P,0.68286617,3605.53339764, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000183p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000183p.jpg,{FE528A06-87A6-4A14-BBEF-56BD10D5A163},3605.53337003936
555,L0000182p,Muddy Run,15P,0.49846092,2631.87363355, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000182p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000182p.jpg,{D70D55C0-5DDB-480B-AECE-3B2752D0043B},2631.87360536933
556,M0000183p,Mount Misery Creek,07P,2.27108713,11991.3400539, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000183p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000183p.jpg,{F8471677-2F68-4DD7-BBC5-1FAB195C4E7C},11991.3400539218
557,M0000182p,Mount Misery Creek,08P,2.08826513,11026.0398647, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000182p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000182p.jpg,{095A6859-7C68-4EEC-A99D-858F219F0B37},11026.0398646936
558,N0000095p,North Branch Foulertons Brook,09p,0.48723579,2572.60496492, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000095p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000095p.jpg,{33651BEE-9944-4B57-96F1-D19F98E00046},2572.60493494473
559,N0000096p,North Branch Foulertons Brook,10p,0.42042267,2219.83168141, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000096p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000096p.jpg,{A3EF1E06-C6F1-4753-A33B-6F5D70C2298E},2219.83184103147
560,N0000097p,North Branch Foulertons Brook,11p,0.33974249,1793.84033177, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000097p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000097p.jpg,{ECFED314-ABE0-4AF1-830E-258F3E509B35},1793.84029543948
561,N0000098p,North Branch Foulertons Brook,12p,0.45408727,2397.58078202, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000098p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000098p.jpg,{C3E45325-4976-4D22-B6E2-D6DE04BE14CA},2397.58082183794
562,N0000099p,North Branch Foulertons Brook,13p,0.36198563,1911.28411606, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000099p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000099p.jpg,{A7B649C3-93A1-40D6-99FD-695D36905155},1911.28396714362
563,BDALE012p,Cold Spring Brook,06pr,0.41666667,2200, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE012p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE012p.jpg,{C28331CA-7048-43C8-911C-E34F3A371AE8},2199.9999342529
564,BDALE013p,Cold Spring Brook,07pr,0.28409091,1500, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE013p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE013p.jpg,{30351633-AB1B-4DEF-BD6B-3127D818E4F5},1500.0000650747
565,BDALE014p,Cold Spring Brook,08pr,0.4375,2310, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE014p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE014p.jpg,{8C528655-0B4F-4462-A012-43CC17FD13C8},2310.00012426856
566,BDALE015p,Cold Spring Brook,09pr,0.48674242,2570, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE015p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE015p.jpg,{CBD3A2F9-5268-46AC-A079-CF6E060D7C84},2570.00001016662
567,BDALE016p,Cold Spring Brook,10pr,0.24242424,1280, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE016p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE016p.jpg,{B608DA64-00C7-4AD8-ACF4-840E7A7B9742},1279.99949848927
568,BDALE017p,Cold Spring Brook,11pr,0.14204545,750, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE017p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE017p.jpg,{E1138CE1-E67A-497D-A64D-24BB3EDFF287},749.999773217873
569,BDALE018p,Oakwood Lake Brook,12pr,0.94530787,4991.22554426, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE018p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE018p.jpg,{BBD72FF4-841A-4166-9433-D04EC82D771E},4991.22554421531
570,X0000026p,Delaware River,4 of 5,2.6424216,13951.986026, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/X0000026p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/X0000026p.jpg,{E49B8A99-BE8A-4FF9-8D1E-C1C40D5B2EB5},13951.9861354134
571,X0000027p,Delaware River,5 of 5,2.75731957,14558.6473504, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/X0000027p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/X0000027p.jpg,{720783E4-A6C3-4290-8A67-9BEF231056BB},14558.6473939745
572,X0000014p,Delaware River,Sheet 4,3.50598863,18511.6199703, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/X0000014p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/X0000014p.jpg,{AE38A17A-2F4D-40F8-94D9-0483B4E40C34},18511.6199702831
573,H0000158p,Devils Brook,06P,2.32162118,12258.1598244, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000158p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000158p.jpg,{16B5DC2C-3AAF-4CB1-8C55-EBF65A182CEC},12258.1597238802
574,H2000040p,Devils Brook,40P,2.28886661,12085.2157089, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000040p.jpg,{9EC73C7D-4233-4ADE-9FC6-41150407AB98},12085.2155574189
575,H2000041p,Devils Brook,41P,0.48759569,2574.50525404, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000041p.jpg,{CD8658B7-4B82-43FC-9DE5-1F395601683E},2574.50540556559
576,AB000031p,Diamond Brook,31P,0.65464028,3456.50065573, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000031p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000031p.jpg,{E601D860-11AC-4942-9BC7-66812BB88FFC},3456.50065573497
577,AB000032p,Diamond Brook,32P,0.75153831,3968.12228564, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000032p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000032p.jpg,{130BE951-AAAF-4AFE-889E-D0522FC4ECA7},3968.12230047058
578,AB000033p,Diamond Brook,33P,1.16573665,6155.08949257, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000033p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000033p.jpg,{376EDF67-B0FC-486A-95C9-0BB4F57E2ECE},6155.0893818529
579,FA000033p,Dowling Brook,04P,0.2103594,1110.69762801, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000033p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000033p.jpg,{A8AF7595-9EE2-4ED0-B88B-752EBB7CAAF9},1110.69758532136
580,FA000034p,Dowling Brook,06P,0.18623413,983.31621484, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000034p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000034p.jpg,{3B58D643-9C94-4B37-8141-AA8D9DD12674},983.316406615919
581,FA000035p,Dowling Brook,07P,0.15261221,805.79246291, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000035p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000035p.jpg,{485F6ED2-6046-473D-9077-CD814AF51EAE},805.792422168543
582,FA000036p,Dowling Brook,08P,0.17920923,946.22470878, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000036p.jpg,{1A24E6FC-1F23-4685-AABC-DFBD17C57FA2},946.224575844041
583,FA000037p,Dowling Brook,09P,0.11163102,589.4117863, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000037p.jpg,{92201B12-E8B0-4C44-9866-341687556EA8},589.41195101772
584,FA000099p,Dowling Brook,05P,0.1991501,1051.51252203, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000099p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000099p.jpg,{B583DB2A-4EE2-4B7E-951A-BF7930DACAB3},1051.51251526277
585,G0000106p,Wanaque River,07PR,1.0477559,5532.15114029, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000106p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000106p.jpg,{7EB2C226-93FB-4240-B969-1ECCAC792BA6},5532.1511402898
586,G0000105p,Wanaque River,08PR,1.0349715,5464.64954457, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000105p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000105p.jpg,{B6060A39-6999-40CF-8AA4-C2030F8AA32B},5464.64939392372
587,L0000092p,Lopatcong Creek,10P,0.3780271,1995.98306757,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000092p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000092p.jpg,{20E60B2C-A603-4DBE-B805-36DC6D850177},1995.98339566427
588,L0000091p,Lopatcong Creek,11P,0.2840877,1499.98306757,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000091p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000091p.jpg,{F09F794F-AB9F-40A0-9EC8-E73F2834E3F6},1499.98260937537
589,L0000090p,Lopatcong Creek,12P,0.21780303,1150,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000090p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000090p.jpg,{1A204629-5460-4247-B33E-3B9EC6C01AA9},1149.9998740907
590,L0000174p,Lopatcong Creek,06P,0.45490823,2401.91543004, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000174p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000174p.jpg,{ED9DF772-D2E3-402F-86C6-984471F34905},2401.91532842107
591,N0000092p,Foulertons Brook,06p,0.28290544,1493.74072431, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000092p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000092p.jpg,{2C095513-F9E6-4FF7-AAA7-7510F0F54632},1493.74068386681
592,N0000094p,Foulertons Brook,08p,0.27998414,1478.3162541, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000094p.jpg,{2796FE09-2ECC-447A-A99F-7521957422D9},1478.31626771366
593,FA000094p,Glenn Place Brook,24P,0.09810606,518,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000094p.jpg,{3AEF8BB5-6506-4BFB-9213-3580135A99C6},517.999735696903
594,FA000097p,Glenn Place Brook,25P,0.07954545,420, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000097p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000097p.jpg,{D549D01D-2C0C-45EB-AC92-DDC4629593CF},420.000198724414
595,FA000096p,Glenn Place Brook,26P,0.01988636,105, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000096p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000096p.jpg,{30FFC924-8ACC-4961-A1DC-D0D7CF653FDF},105.000024474848
596,L0000138p,Harihokake Creek,03P,0.85227273,4500,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000138p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000138p.jpg,{BB144280-4781-48FB-823D-C7A04B77BA22},4500.0000152473
597,L0000137p,Harihokake Creek,04P,0.85227273,4500,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000137p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000137p.jpg,{87BD3552-1756-41D4-8FCE-6F426B83EF9A},4500.00062125801
598,L0000136p,Harihokake Creek,05P,0.85227273,4500,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000136p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000136p.jpg,{AAB51A2D-7C12-4771-B9E6-9C751AC2E09F},4499.9998442303
599,L0000134p,Harihokake Creek,07P,0.61594364,3252.18240228, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000134p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000134p.jpg,{B79AB6D9-DDEA-4912-90B6-F942B6131A0E},3252.18242121576
600,G0000110p,Pequannock River,02PR,1.04166667,5500, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000110p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000110p.jpg,{FB5D55A4-28AC-4E5A-BF19-9C1B9F1A630B},5500.0001268379
601,G0000109p,Pequannock River,03PR,0.625,3300, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000109p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000109p.jpg,{E547B7D7-EBC7-4093-85A2-A8ABAD60CAE7},3299.99987326759
602,G0000078p,Pequannock River,01P,0.85707387,4525.35003735, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000078p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000078p.jpg,{56B59EB9-4131-462B-9AF9-FFD9FFA903FD},4525.3499223094
603,G0000077p,Pequannock River,02PR,0.93443031,4933.7920462, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000077p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000077p.jpg,{10151B24-63CB-423F-9689-3467A1ADA34E},4933.7920643318
604,G0000076p,Pequannock River,03P,1.02288096,5400.81146371, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000076p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000076p.jpg,{0A3A8088-C2EE-4F2B-88DE-F5C819122886},5400.8114651411
605,G0000075p,Pequannock River,04P,0.25422882,1342.32817482, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000075p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000075p.jpg,{ADC3D874-E6FF-4F67-AF66-1DB00E5A54C0},1342.32822112865
606,H0000160p,Shallow Brook,08P,0.23655122,1248.99042204, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000160p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000160p.jpg,{1A09115A-2E8C-4232-A75D-0E778B458397},1248.99055066992
607,H0000190p,Shallow Brook,25P,0.31397656,1657.79624078, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000190p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000190p.jpg,{15E69ABD-302B-4910-85B4-DDF5E78705B8},1657.79619444636
608,H2000042p,Shallow Brook,42P,1.95769916,10336.6515682, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000042p.jpg,{4A8B4F6D-906F-497F-B008-1D96CF0CF72E},10336.6515682393
609,H2000043p,Shallow Brook,43P-R,2.00157393,10568.3103476, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000043p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000043p.jpg,{31B34F68-6F9A-4A52-9780-20DF3E437237},10568.310287017
610,H2000044p,Shallow Brook,44P,1.17231083,6189.80120541, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000044p.jpg,{B8E2E623-F057-42CC-BAFF-07829E24F449},6189.80126603242
611,FA000085p,Squaw Brook,17P,0.37137388,1960.85410839, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000085p.jpg,{CCB508BE-EF7F-43F9-A7AA-E05A67180B33},1960.85397530474
612,FA000086p,Squaw Brook,18P,0.41227966,2176.83662451, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000086p.jpg,{94D199C0-AA5F-4D19-B3FE-777665145312},2176.83673551517
613,FA000087p,Squaw Brook,19P,0.48509928,2561.32418861, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000087p.jpg,{0161C83D-CA6A-4C06-B782-14F027AD5DEB},2561.3242939262
614,FA000088p,Squaw Brook,20P,0.14337627,757.02671506, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000088p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000088p.jpg,{59C022CB-D9AB-4359-9EE8-E0CEC2C8DAC5},757.026802733418
615,AB000057p,Goffle Brook,57P,0.79381701,4191.35380378, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000057p.jpg,{12EB9008-BAAB-407B-BBFB-4B27A0580289},4191.35384968786
616,H0000211p,Manalapan Brook,01P,0.99349224,5245.63902204, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000211p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000211p.jpg,{B584300B-31AC-453E-BF41-B0898EA1504B},5245.63895494416
617,H0000202p,Manalapan Brook,01P,2.29905253,12138.9973674, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000202p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000202p.jpg,{6DABDC88-9F64-4F55-A3D8-F41030A5890F},12138.9973248326
618,O0000077p,Hop Brook,02p,1.54028589,8132.70947609,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000077p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000077p.jpg,{054356E1-C12C-4675-9C80-5DFD6B3CDC02},8132.70881440374
619,AB000054p,Masonicus Brook,54P,0.21006036,1109.11870152,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000054p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000054p.jpg,{6F9C14E4-346F-4263-9BC1-430540BBF380},1109.11856171831
620,AB000052p,Masonicus Brook,52P,0.20407084,1077.49404845, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000052p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000052p.jpg,{BFB5CEA7-A7A5-4207-A071-12DB978736A7},1077.49402731083
621,AB000051Rp,Masonicus Brook,51P,0.20549297,1085.00286446, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000051Rp.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000051Rp.jpg,{32C48232-8216-4350-94E6-AC419922CA8D},1085.00274199686
