"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Kennedy Pond Dam","","","NJ00742","","NJ00742","Division of Fish & Wildlife","State","State","28-110","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.08235","-74.42505","Ocean","New Jersey","","","South Run-TR","Congressional District 04, New Jersey","JACKSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","700","","","Undetermined","222","222","138","10","2","","","","","","","","","2022-04-11","2000-12-19","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Sawmill Pond Dam","","","NJ00280","","NJ00280","Division of Parks and Forestry","State","State","22-111","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.29298333333333","-74.68910000000001","Sussex","New Jersey","","","Big Flat Brook","Congressional District 05, New Jersey","MONTAGUE TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","15","","","15","Less than 25 feet","200","","","Undetermined","70","","70","20","0.7000000000000001","","","","","","","","","2022-04-11","2005-04-19","4","Low","Poor","2005-04-19","Not Required","","https://damsafety.org/new-jersey"
"Bear Swamp Pond Dam","","","NJ00496","","NJ00496","Division of Parks and Forestry","State","State","23-100","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.09168333333333","-74.21985","Bergen","New Jersey","","","Ramapo River","Congressional District 05, New Jersey","MAHWAH TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","100","","","Undetermined","326","","326","55","1.2","61","","","","","","","","2022-04-11","2011-04-27","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Collier Mills Dam","","","NJ00248","","NJ00248","Division of Fish & Wildlife","State","State","28-54","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.06801666666666","-74.44800000000001","Ocean","New Jersey","","","Bordens Mill Branch","Congressional District 04, New Jersey","JACKSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth","","","9","","","9","Less than 25 feet","960","","1942","1940-1949","115","","115","34","2.8000000000000003","","","","","","","","","2022-04-11","2006-06-30","4","Low","Poor","2006-06-30","Not Required","","https://damsafety.org/new-jersey"
"Lake Marcia Dam","","","NJ00495","","NJ00495","Division of Parks and Forestry","State","State","22-199","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.31493333333333","-74.66863333333333","Sussex","New Jersey","","","Big Flat Brook","Congressional District 05, New Jersey","MONTAGUE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","120","","","Undetermined","140","","140","25","0.13","","","","","","","","","2022-04-11","2002-12-30","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Wildlife Drive Dike","","","NJ01031","","NJ01031","US FISH AND WILDLIFE SERVICE","Federal","Federal","","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","Fish and Wildlife Service","39.459998999999996","-74.41999799999999","Atlantic","New Jersey","","","Doughty Creek","","NOT APPLICABLE","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","","Soil","12","12","12","12","Less than 25 feet","30000","650000","1959","1950-1959","3827","3827","2565","855","5.64","1166","Controlled","50","0","0","0","1997H","Other Controlled;Other Controlled;Other Controlled;Other Controlled;Other Controlled","2022-04-18","2014-04-01","5","Low","Poor","2014-04-01","Not Required","","https://www.fws.gov/"
"Englishtown Lake Dam","","","NJ00619","","NJ00619","Monmouth County Engineering","Local Government","Local Government","28-58","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.294149999999995","-74.35848333333334","Monmouth","New Jersey","","","Matchaponix Brook","Congressional District 04, New Jersey","ENGLISHTOWN BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","300","","1959","1950-1959","24","","24","7","7.2","779","","","","","","","","2022-04-11","2020-12-09","2","Significant","Poor","2020-12-09","Yes","2006-02-14","https://damsafety.org/new-jersey"
"Brisbane Lake Dam","","","NJ00580","","NJ00580","Division of Parks and Forestry","State","State","29-11","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.159683333333334","-74.12431666666666","Monmouth","New Jersey","","","Mill Run","Congressional District 04, New Jersey","WALL TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13.5","","","13.5","Less than 25 feet","200","","","Undetermined","62","","62","64","0.8","318","","","","","","","","2022-04-11","2008-06-11","2","Significant","Poor","2008-06-11","Yes","2018-07-16","https://damsafety.org/new-jersey"
"Batsto Lake Dam","","","NJ00054","","NJ00054","Division of Parks and Forestry","State","State","32-11","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.64348333333333","-74.6503","Burlington","New Jersey","","","Batsto River","Congressional District 02, New Jersey","WASHINGTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","425","","","Undetermined","50","","50","62","70.5","","","","","","","","","2022-04-11","2020-11-24","2","Significant","Poor","2020-11-24","Yes","2018-07-16","https://damsafety.org/new-jersey"
"Stony Lake Dam","","","NJ00263","","NJ00263","Division of Parks and Forestry","State","State","21-18","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.202200000000005","-74.77428333333333","Sussex","New Jersey","","","Stony Brook","Congressional District 05, New Jersey","SANDYSTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Masonry","Arch;Masonry","","","16.5","","","16.5","Less than 25 feet","142","","1926","1920-1929","131","","131","18","1.4000000000000001","0","","","","","","","","2022-04-11","2005-07-05","4","Low","Fair","2005-07-05","Not Required","","https://damsafety.org/new-jersey"
"Kirkwood Lake Dam","","","NJ00399","","NJ00399","County of Camden Park Commission","Local Government","Local Government","31-35","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.83605","-75.00131666666667","Camden","New Jersey","","","Cooper River","Congressional District 01, New Jersey","LINDENWOLD BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","250","","1931","1930-1939","92","","92","31","5.1000000000000005","0","","","","","","","","2022-04-11","2017-05-03","4","Low","Fair","2017-05-03","Yes","2008-08-04","https://damsafety.org/new-jersey"
"Kenilworth Blvd. Dam","","","NJ01047","","NJ01047","County of Union","Local Government","Local Government","26-53","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.67383333333333","-74.31321666666666","Union","New Jersey","","","Nomaheaan Brook","Congressional District 07, New Jersey","CRANFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","2.3000000000000003","","","2.3000000000000003","Less than 25 feet","30","","","Undetermined","0","","","","3.7","55","","","","","","","","2022-04-11","2019-01-03","2","Significant","Poor","2019-01-03","Yes","2020-06-11","https://damsafety.org/new-jersey"
"Shadow Lake Dam","","","NJ00090","","NJ00090","Monmouth County Engineering","Local Government","Local Government","29-32","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.3528","-74.08501666666666","Monmouth","New Jersey","","","Quioley Creek","Congressional District 04, New Jersey","MIDDLETOWN TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","16","","","16","Less than 25 feet","600","","1931","1930-1939","310","","310","83","7","1916","","","","","","","","2022-04-11","2020-12-10","2","Significant","Poor","2020-12-10","Yes","2008-04-29","https://damsafety.org/new-jersey"
"Darlington Lake Dam","","","NJ00230","","NJ00230","County of Bergen Department of Parks","Local Government","Local Government","23-85","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.06428333333333","-74.17518333333334","Bergen","New Jersey","","","Darlington Brook","Congressional District 05, New Jersey","MAHWAH TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","19","","","19","Less than 25 feet","470","","1951","1950-1959","77","","77","26","2.2","288","","","","","","","","2022-04-11","2019-07-09","2","Significant","Poor","2019-07-09","Yes","2019-09-11","https://damsafety.org/new-jersey"
"Harrisville Dam","","","NJ00045","","NJ00045","Division of Parks and Forestry","State","State","32-14","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.66393333333333","-74.52326666666666","Burlington","New Jersey","","","Wading River","Congressional District 02, New Jersey","BASS RIVER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","350","","1932","1930-1939","269","","269","40","64","3940","","","","","","","","2022-04-11","2020-11-24","2","Significant","Poor","2020-11-24","Yes","2018-07-16","https://damsafety.org/new-jersey"
"Upper Waterloo Lake Dam","","","NJ00276","","NJ00276","Division of Parks and Forestry","State","State","25-35","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.91565","-74.75163333333333","Sussex","New Jersey","","","Musconctcong River","Congressional District 11, New Jersey","MOUNT OLIVE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8.700000000000001","","","8.700000000000001","Less than 25 feet","496","","","Undetermined","68","","68","36","62.4","292","","","","","","","","2022-04-11","2005-01-20","4","Low","Poor","2005-01-20","Not Required","","https://damsafety.org/new-jersey"
"Silver Lake Dam","","","NJ00469","","NJ00469","Division of Fish & Wildlife","State","State","22-224","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.12136666666667","-74.53593333333333","Sussex","New Jersey","","","Franklin Pond Creek-TR","Congressional District 05, New Jersey","HARDYSTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","10.9","","","10.9","Less than 25 feet","171","","","Undetermined","67","","67","20","0.7000000000000001","62","","","","","","","","2022-04-11","2019-06-26","4","Low","Poor","2019-06-26","Not Required","","https://damsafety.org/new-jersey"
"Moorestown Dam","","","NJ00635","","NJ00635","Township of Moorestown","Local Government","Local Government","31-69","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.95176666666666","-74.9685","Burlington","New Jersey","Moorestown","","North Branch Pensauken Ri","Congressional District 03, New Jersey","MOORESTOWN TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","8","","","8","Less than 25 feet","450","","1939","1930-1939","166","166","83","15","12.700000000000001","3000","","","","","","","","2022-04-11","2020-03-10","4","Low","Poor","2020-03-10","Not Required","2005-03-16","https://damsafety.org/new-jersey"
"Etra Mill Dam","","","NJ00298","","NJ00298","Township of East Windsor","Local Government","Local Government","28-30","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.2532","-74.50308333333335","Mercer","New Jersey","Hightstown","","Rocky Brook","Congressional District 12, New Jersey","EAST WINDSOR TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11","","","11","Less than 25 feet","300","","1930","1930-1939","66","","66","21","9.1","380","","","","","","","","2022-04-11","2004-09-30","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Make Peace Lake Dam","","","NJ00465","","NJ00465","Division of Fish & Wildlife","State","State","32-51","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.54643333333333","-74.75131666666667","Atlantic","New Jersey","","","Little Mill Creek","Congressional District 02, New Jersey","HAMILTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","3300","","","Undetermined","1140","","1140","300","7.4","","","","","","","","","2022-04-11","2001-06-01","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Pancoast Mill Pond Dam","","","NJ00714","","NJ00714","Township of Buena Vista","Local Government","Local Government","35-35","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.52178333333333","-74.87288333333333","Atlantic","New Jersey","","","Deep Run","Congressional District 02, New Jersey","BUENA VISTA TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","11","","","11","Less than 25 feet","900","","","Undetermined","215","","215","45","8.3","","","","","","","","","2022-04-11","2008-02-11","4","Low","Poor","2008-02-11","Not Required","","https://damsafety.org/new-jersey"
"Deal Lake Dam","","","NJ00613","","NJ00613","City of Asbury Park","Local Government","Local Government","29-22","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.23061666666667","-73.99771666666666","Monmouth","New Jersey","","","Hog Swamp Brook","Congressional District 06, New Jersey","ASBURY PARK CITY","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","10.5","","","10.5","Less than 25 feet","850","","","Undetermined","576","","576","144","6.2","372","","","","","","","","2022-04-11","2001-07-31","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Blue Heron Lake Dam","","","NJ00672","","NJ00672","Division of Fish & Wildlife","State","State","22-234","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.01303333333333","-74.61181666666666","Sussex","New Jersey","","","Wallkill River-TR","Congressional District 11, New Jersey","SPARTA TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","7","","","7","Less than 25 feet","230","","","Undetermined","70","70","56","15","0.5","","","","","","","","","2022-04-11","2007-05-23","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Wreck Pond Dam","","","NJ00094","","NJ00094","Borough of Sea Girt","Local Government","Local Government","29-38","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.138349999999996","-74.02678333333333","Monmouth","New Jersey","","","Wreck Pond Brook","Congressional District 04, New Jersey","SEA GIRT BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","20","","","20","Less than 25 feet","375","","","Undetermined","500","","500","3","2.6","750","","","","","","","","2022-04-11","2014-05-06","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Wrights Dam","","","NJ00053","","NJ00053","Township of Manchester","Local Government","Local Government","32-28","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.93086666666667","-74.35543333333334","Ocean","New Jersey","Lacey","","Davenport Branch of Toms ","Congressional District 04, New Jersey","MANCHESTER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","635","","","Undetermined","65","","65","16","0.92","","","","","","","","","2022-04-11","2000-11-07","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Overpeck Tidal Dam","","","NJ00799","","NJ00799","County of Bergen, Dept. of Public Works","Local Government","Local Government","26-59","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.83931666666667","-74.0186","Bergen","New Jersey","Little Ferry","","Overpeck Creek","Congressional District 09, New Jersey","RIDGEFIELD BOROUGH","","","","","","","","","Other","Other","Earth","Earth;Gravity","","","17.6","","","17.6","Less than 25 feet","296","","1950","1950-1959","680","","680","320","16.5","0","","","","","","","","2022-04-11","2001-12-12","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
